Record ID,Company name,Phone Number,Company owner,Lead Status,Clay score,Country,Associated Note,Current Software ,Current Software Contract End Date,Core service,Industry_,Accounting software (US),Accounting Software (UK and ANZ),Accounting Software UK,Client Use Case,Associated Note IDs,tam_site,tam_Department?,tam_name,tam_category,tam_full_address,tam_city,tam_postal_code,tam_state,tam_Country,tam_business_status,tam_phone,tam_Employee Count,tam_Software,tam_4. Master Assoc Search,tam_Parent Company,tam_Industry Score,tam_Core Service,tam_Final Score
23209611848,"Colonial Fire Protection Systems, Inc.", +1 585-381-7362,Jack Young,Customer,110,United States,,Service Trade,,50/50 ,Fire,,,,,,colonialfire.com,No,"Colonial Fire Protection Systems, Inc.",Fire protection system supplier,"860 Linden Ave B, Rochester, NY 14625",Rochester,14625,New York,United States,OPERATIONAL,+1 585-381-7362,51-200,,"NFPA (National Fire Protection Association), 2. ICC (International Code Council), 3. NYSFMA (New York State Fire Marshals Association), 4. NICET (National Institute for Certification in Engineering Technologies), 5. FSSA (Fire Suppression Systems Association)",,30,20,110
22976468148,Procon Fire & Safety, +1 314-205-1248,Paxton Rice,Live deal,110,United States,,,,Service & Maintenance,Fire,,,,,,proconfire.com,No,Procon Fire & Safety,Fire protection system supplier,"7 Worthington Access Dr, Maryland Heights, MO 63043",Maryland Heights,63043,Missouri,United States,OPERATIONAL,+1 314-205-1248,,,"NFPA (National Fire Protection Association), 2. NAFED (National Association of Fire Equipment Distributors)
NFPA (National Fire Protection Association), 2. NAFED (National Association of Fire Equipment Distributors), 3. FEMSA (Fire Equipment Manufacturers' Association), 4. NICET (National Institute for Certification of Engineering Technicians), 5. OSHA (Occupational Safety and Health Administration)",,30,30,110
22699153928,Korsmeyer Fire Protection, +1 573-659-8805,Jack Young,Customer,110,United States,software - servicetrade - several years - he was KDM - user friendly- been very pleased ¬†- AFSA - send invite - 50/50 - 20 - didn't have any issues so far,Other,,Service & Maintenance,Fire,QB desktop,,,,60063492399,korsmeyerfireprotection.com,No,Korsmeyer Fire Protection,Fire protection service,"5007 Buffalo Rd, Jefferson City, MO 65101",Jefferson City,65101,Missouri,United States,OPERATIONAL,+1 573-659-8805,10-Feb,,NAFED (National Association of Fire Equipment Distributors),,30,30,110
22699171881,Capitol Fire Sprinkler Co Inc, +1 718-533-6800,Sophie Parker,Live deal,110,United States,,,,50/50 ,Fire,,,,,,capitolfire.com,No,Capitol Fire Sprinkler Co Inc,Fire protection system supplier,"51-51 59th Pl, Woodside, NY 11377",Woodside,11377,New York,United States,OPERATIONAL,+1 718-533-6800,51-200,,NFSA (National Fire Sprinkler Association),SuperHero Fire Protection,30,20,110
22372137645,Nova Fire Protection Inc, +1 847-885-1605,Jack Young,Customer,110,United States,,Other,,50/50 ,Fire,Computer Eaze,,,,,novafp.com,No,Nova Fire Protection Inc,Fire protection service,"1530 N Wiley Rd, Schaumburg, IL 60173",Schaumburg,60173,Illinois,United States,OPERATIONAL,+1 847-885-1605,51-200,,"NFPA (National Fire Protection Association), 2. NFSA (National Fire Sprinkler Association), 3. NICET (National Institute for Certification in Engineering Technologies), 4. SFPE (Society of Fire Protection Engineers)",,30,20,110
20375708204,Interstate Fire Protection, +1 603-356-2407,Sophie Parker,Live deal,110,United States,reached out to mike over email to set up a call to get status update,Service Trade,,50/50 ,Fire,,,,,78647647752,interstatefire.com,No,Interstate Fire Protection,Fire protection service,"25 Chenell Dr, Concord, NH 03301",Concord,3301,New Hampshire,United States,OPERATIONAL,+1 603-356-2407,24,Service Trade,"AFSA (American Fire Sprinkler Association), 2. ICC (International Code Council), 3. NFPA (National Fire Protection Association)",,30,20,110
25752263303,Veteran Fire & Backflow, +1 816-815-0825,Paxton Rice,Customer,105,United States,,,,Service & Maintenance,Fire,,,,,,veteran-fire.com,No,Veteran Fire & Backflow,Fire protection service,1410 Maple Ln Pleasant Hill MO 64080,Pleasant Hill,0,Missouri,United States,OPERATIONAL,+1 816-815-0825,5,,,,30,30,105
25732911260,Frontier Fire Service L.L.C.,832-373-9630,Daniela Richter,Customer,105,United States,,Other; Service Fusion,,Service & Maintenance,Other,QB online,,,,,,,,,,,,,,,,,,,,,,
25747748106,Sure Fire Protection, +1 510-490-7873,Victoria Bradbury,Live deal,105,United States, @Victoria Bradbury did you source this yourself?,Service Trade,,Service & Maintenance,Fire,,,,,74605820290,surefireprotection.com,No,Sure Fire Protection,Fire protection service,"4141 Pestana Pl, Fremont, CA 94538",Fremont,94538,California,United States,OPERATIONAL,+1 510-490-7873,10-Feb,,"I could not find an answer, sorry.",,30,30,105
25315864867,Shield Fire Protection Inc, 949.388.6556,Tommy Haake,Live deal,105,United States,"Discovery script - Billy Source: Met with: Users: ¬†12 techs + 5 office Pains: Accounting: ¬†QBO Software: ST Type: Services: Timeline: Next Step: Follow Up Email Sent: Next Step Booked: 10th october it's up - Struggles/Needs: told me ST is revamping their inspection platform but wont be rolled out until January -not using the inspection side of ST because he says it‚Äôs terrible -business is primarily inspections and need an intuitive platform -iphone app - no tablets -photos of inspections -help with compliance engine -help with reporting and ability to adjust reports after inspection -multiple techs to work on same job Services Offered: sprinkler, hydrants, pumps, and standpipes Date: 8/6 @ 3pm MST",Service Trade,,Service & Maintenance,Fire,QB online,,,,85165104897,shieldfireprotection.com,No,Shield Fire Protection Inc,Fire protection service,"1239 Mullet Lake Park Rd, Geneva, FL 32732",Geneva,32732,Florida,United States,OPERATIONAL,+1 321-231-5180,,,,Buckeye Fire Equipment,30,20,105
25110621306,Regal Fire Protection, +1 440-462-8683,Lacy Radziej,Live deal,105,United States,"meeting with Steve - accounting person couldnt make it today looked into custom software - hes used ST PDF & shared cal extensive growth in the last 7 months due to contract work (CHMS? - 13 buildings for them right now) install, inspections QB desktop didnt catch how many techs - 3 trucks right now app is huge - reports is huge in the field - signature (SOD payment?) streamlining for the techs - less for steve to do at the end of the day workflow - AHJs of the world, invoice, compliance engine - some but not all steve has his admin do the compliance engine - but he also helps when needed 1 guy - fire tech training - license other guys are in the program right now 3 techs, 2 back office, and the owner (steve);Regal Fire ‚Äì Notes Founded: 2023 Primary focus: Inspection & service work (fire protection industry) Software: Using a custom in-house platform for the last 4 months Handles tracking, paperwork, invoicing Developed over 7 months by a friend Fully tablet-based for field use Technician workflow: Issued tablets for all tasks Platform built to streamline technician duties Industry knowledge: Familiar with platforms like ServiceTrade Chose custom solution tailored to their operations Where Work Comes From Cintas // 3rd party Vendors so they are sub contracted.",None (N/A),,Service & Maintenance,Fire,QB desktop,,,,84661113958;77680958281,regalfireprotection.com,No,Regal Fire Protection,Fire protection service,"7233 Lorain Ave, Cleveland, OH 44102",Cleveland,44102,Ohio,United States,OPERATIONAL,+1 440-462-8683,0-10,,NFPA (National Fire Protection Association),,30,30,105
23952474496,Cache Valley Fire Protection, +1 435-770-0852,Hunter Higgins,Customer,105,United States,,,,Service & Maintenance,Fire,,,,,,cachevalleyfire.com,No,Cache Valley Fire Protection,Fire protection service,,,0,Utah,United States,OPERATIONAL,+1 435-770-0852,10-Feb,,Cache Valley Fire Chiefs Association Inc,,30,30,105
22248520208,"FirePro Tech, LLC.", +1 832-674-7896,Paxton Rice,Customer,105,United States,,,,50/50 ,Other,,,,,,fireprotechllc.com,No,"FirePro Tech, LLC.",Fire protection service,"6830 N Eldridge Pkwy #110, Houston, TX 77041",Houston,77041,Texas,United States,OPERATIONAL,+1 832-674-7896,51-200,,,,0,20,105
22248557605,Fulshear Fire & Sprinkler LLC, +1 281-581-0828,Daniela Richter,Customer,105,United States,,Service Trade,,Service & Maintenance,Other,,,,,,fulshearfire.com,No,Fulshear Fire & Sprinkler LLC,Fire protection service,"29255 FM 1093 #12A, Fulshear, TX 77441",Fulshear,77441,Texas,United States,OPERATIONAL,+1 281-581-0828,10-Feb,,,,0,30,105
21659880524,Majestic Fire Sprinkler Service, +1 747-262-1300,Scott MacRitchie,Customer,105,United States,,None (N/A),,50/50 ,Fire,QB desktop,Quickbooks Desktop,,,,majesticfire.com/sherman-oaks-location,No,Majestic Fire Sprinkler Service,Fire protection consultant,"14235 Ventura Blvd, Sherman Oaks, CA 91423",Sherman Oaks,91423,California,United States,OPERATIONAL,+1 747-262-1300,51-200,,,,30,20,105
19026010262,Huser Fire Fighting Equipment, +1 503-248-1948,Victoria Bradbury,Customer,105,United States,,Service Trade,,Service & Maintenance,Fire,QB desktop,Quickbooks Desktop,,,,huserfire.com,No,Huser Fire Fighting Equipment,Fire protection equipment supplier,"231 N Tillamook St, Portland, OR 97227",Portland,97227,Oregon,United States,OPERATIONAL,+1 503-248-1948,0-10,,"NAFED (National Association of Fire Equipment Distributors), 2. NFPA (National Fire Protection Association)
NAFED (National Association of Fire Equipment Distributors), 2. ORFED (Oregon Fire Equipment Dealers), 3. NFPA (National Fire Protection Association)",,30,30,105
18749948053,Olympic West Fire Protection, +1 480-968-9634,Scott MacRitchie,Customer,105,United States,"GM Ryan has meeting with Parent Company on the 28th. Turns out they have 5 branches, but want to with Arizona (21 user) This could turn into much more if we get this over the line.",Service Trade,,50/50 ,Fire,Foundation,Foundation,,,76822210311,olympicwestfire.com,No,Olympic West Fire Protection,Fire protection service,"708 W 22nd St, Tempe, AZ 85282",Tempe,85282,Arizona,United States,OPERATIONAL,+1 480-968-9634,51-200,,UA Local 669,,30,20,105
32538028684,Tomasella's Fire Protection,,Sophie Parker,Live deal,100,United States,,,,Service & Maintenance,Fire,,,,,,,,,,,,,,,,,,,,,,,
30665025555,Homer Fire Protection,17036468290,Tommy Haake,Customer,100,United States,,,,50/50 ,Fire & Security,QB online,,,,,,,,,,,,,,,,,,,,,,
25736228694,Freedom Fire LLC, +1 888-540-3301,Sophie Parker,Customer,100,United States,Calling tomorrow she said,,,Service & Maintenance,Fire,,,,,78926193757,freedomfirene.com,No,Freedom Fire LLC,Fire protection service,"1225 Western Ave
Henniker, NH 03242",Henniker,0,New Hampshire,United States,OPERATIONAL,+1 888-540-3301,,,,,30,30,100
25747902295,"Sloop Fire Extinguishers Sales & Service, Inc.", +1 336-882-3855,Hunter Higgins,Customer,100,United States,,,,Service & Maintenance,Fire,,,,,,sloopfire.com,No,"Sloop Fire Extinguishers Sales & Service, Inc.",Fire protection service,"1233 Dorris Ave, High Point, NC 27260",High Point,27260,North Carolina,United States,OPERATIONAL,+1 336-882-3855,,,,,30,30,100
25749292720,Action Fire Protection, +1 888-423-4474,Victoria Bradbury,Customer,100,United States,,Inspect Point,,50/50 ,Fire,,,,,,actionfp.com,No,Action Fire Protection,Fire protection service,"7602 Anthony Ave, Garden Grove, CA 92841",Garden Grove,92841,California,United States,OPERATIONAL,+1 888-423-4474,10-Feb,,NFPA (National Fire Protection Association),,30,20,100
25778759541,LeatherHead Fire Co., +1 432-888-6740,Regan Ostler (Deactivated User),Customer,100,United States,,Custom Software,,Service & Maintenance,Fire,,,,,,leatherheadfireco.com,No,LeatherHead Fire Co.,Fire protection service,"124 N. Main St.
Andrews, Texas 79714",Andrews,0,Texas,United States,OPERATIONAL,,,,AHA (American Heart Association),Dasco Pro Inc.,30,30,100
25489572268,Inland Fire Service & Safety,,Victoria Bradbury,Customer,100,United States,Follow up on 17th with aaron and say you want to talk on the 23rd,None (N/A),,Service & Maintenance,Fire,QB online,,,,66396342156,inlandfireservice.com,No,Inland Fire Service & Safety,Fire protection equipment supplier,"10518 W Granger Rd, Nine Mile Falls, WA 99026",Nine Mile Falls,99026,Washington,United States,OPERATIONAL,,0-10,,,,30,30,100
25112439044,Pipco Companies, +1 309-692-4060,Paxton Rice,Customer,100,United States,,Service Trade,,Service & Maintenance,Fire & Security,Sage 300,,,,,pipco-co.com,No,Pipco Companies,Excavating contractor,"1409 W Altorfer Dr, Peoria, IL 61615",Peoria,61615,Illinois,United States,OPERATIONAL,+1 309-692-4060,51-200,,"NFPA (National Fire Protection Association)
SMACNA (Sheet Metal & Air Conditioning Contractors’ National Association), 2. MIMCA (Mid-Illinois Mechanical Contractors Association), 3. ASHRAE (American Society of Heating, Refrigerating and Air-Conditioning Engineers), 4. NECA (National Electrical Contractors Association), 5. NFPA (National Fire Protection Association), 6. NICET (National Institute for Certification in Engineering Technologies), 7. ASPE (American Society of Plumbing Engineers), 8. GPCC (The Peoria Chamber of Commerce), 9. CICHE (Central Illinois Chapter of Healthcare Engineering), 10. IFPA (Illinois Fire Prevention Association), 1 UCA (Underground Contractors Association), 12. MCAA (Mechanical Contractors Association of America), 13. PHCC (Plumbing - Heating - Cooling Contractors Association), 14. GPCA (Greater Peoria Contractors Association), 15. GPCSA (Greater Peoria Contractors & Suppliers Association)",,20,30,100
25089404948,EPS, +1 614-834-9126,Paxton Rice,Customer,100,United States,,,,50/50 ,Fire & Security,,,,,,epsohio.com,No,EPS,Security system installation service,"8845 Basil Western Rd, Canal Winchester, OH 43110",Canal Winchester,43110,Ohio,United States,OPERATIONAL,+1 614-834-9126,Nov-50,,"NFPA (National Fire Protection Association), 2. NFIB (National Federation of Independent Business), 3. ASIS (American Society of Industrial Security)
NFPA (National Fire Protection Association), 2. NFIB (National Federation of Independent Business), 3. ASIS (American Society of Industrial Security)",,20,20,100
22988903708,Aish Fire Protection Co., +1 732-367-1444,Chandler Sanders,Live deal,100,United States,"135 pricing and 4x - next step is with boss to see if he likes it and wants to schedule in some time. follow up end of week.;Smart service- not great, just not very dted doesn't have a lot of what they need from it. Specifically doing reports and things like that. Use it to schedule posting work orders to billing through QuickBooks issue is its setup to do the billing, but its not easy to use to the billing side of things. -Have 4 people in the back office and 5 or 6 out in the field QuickBooks desktop- Middle of the process on new software. -just her, best email Rebecca@aishfireprotection.com _office Manager Ember and another one it might have been us. -Profit zoom is the other one she was looking at",Other,,Service & Maintenance,Fire,,,,,82841231632;81955629914,aishfireprotection.com,No,Aish Fire Protection Co.,Fire protection service,"1889 US-9 STE 111, Toms River, NJ 08755",Toms River,8755,New Jersey,United States,OPERATIONAL,+1 732-367-1444,10-Feb,,"NAFED (National Association of Fire Equipment Distributors), 2. NFPA (National Fire Protection Association)
NAFED (National Association of Fire Equipment Distributors), 2. NFPA (National Fire Protection Association)",,30,20,100
22699424064,Brendle Sprinkler Company Inc, +1 334-270-8571,Jack Young,Customer,100,United States,sent a goody gift to charles today;Charles t Bierlair is service and inspections manager Larry Munroe is inspections manager,,,50/50 ,Fire,,,,,74724916831;59645680959,brendlesprinkler.com,No,Brendle Sprinkler Company Inc,Fire protection equipment supplier,"3635 Mc Chord St, Montgomery, AL 36109",Montgomery,36109,Alabama,United States,OPERATIONAL,+1 334-270-8571,Nov-50,,"NFPA (National Fire Protection Association), 2. AFSA (American Fire Sprinkler Association), 3. NFSA (National Fire Sprinkler Association), 4. NICET (National Institute for Certification in Engineering Technologies), 5. Alabama Fire Sprinkler Association
AFSA (American Fire Sprinkler Association), 2. NFPA (National Fire Protection Association), 3. NFSA (National Fire Sprinkler Association), 4. NICET (National Institute for Certification in Engineering Technologies)",,30,20,100
30792132176,Fire Extinguisher Service and Inspection In Tampa, +1 813-228-8283,Daniela Richter,Customer,95,United States,,,,Service & Maintenance,Fire with Security,,,,,,allfloridafire.com/fire-extinguisher-service-in-tampa,No,Fire Extinguisher Service and Inspection In Tampa,Fire protection service,"104 Lockhaven Dr., Houston, TX, 77073",Houston,0,Texas,United States,OPERATIONAL,+1 813-228-8283,17,,,Thompson Safety,10,30,95
30779064239,Bear Fire Protection Inc., +1 210-281-4156,Daniela Richter,Customer,95,United States,,Inspect Point,,Service & Maintenance,Fire,,,,,,bearfireprotection.com,No,Bear Fire Protection Inc.,Fire protection service,"14311 Toepperwein Rd Ste E108, San Antonio, TX 78233",San Antonio,78233,Texas,United States,OPERATIONAL,+1 210-281-4156,10-Feb,,,API Group,-30,30,95
30790432013,Fire System solutions, +1 559-275-4894,Victoria Bradbury,Live deal,95,United States,"Outbound Discovery Booked - NFPA Lead Company: Fire System solutions Software: Building Reports & Em Software Accounting: QB Desktop Struggles/Needs: Using EM Software for service tickets and scheduling, and Building Reports for inspection reports. Said they haven‚Äôt been able to find a platform that does both scheduling and reports in one place. Users: 34 total ‚Äì 20 techs, 14 office Service/Install: Full-service fire protection ‚Äì extinguishers, sprinklers, alarms, suppression Commercial/Residential: commercial Date: 7/29 Booked with:@paxton ¬†meeting is with with Jorge and Ben (both owners);Texted Jorge: Texted Jorge ""Hey Jorge! Paxton, our account executive, is getting everything set up now to walk you through the platform. Looking forward to meeting you both in about an hour!"";Texted Jorge: ""Hey Jorge! It's Victoria with uptick. I just wanted to confirm you're able to make the meeting tomorrow at 10:30 pt? I noticed Ben accepted it. Let me know if you need to reschedule."" he replied ""yes"";jorge moran stopped at our booth at nfpa;Ben fitzgerald added me on linkedin",Building Reports; Other,,Service & Maintenance,Fire,QB online,,,,84634971301;84628266400;84551403136;81964773195;80852325408,firesystemsolutions.com,No,Fire System solutions,Fire protection service,"4277 W Richert Ave Ste 103, Fresno, CA 93722",Fresno,93722,California,United States,OPERATIONAL,+1 559-275-4894,10-Feb,,No data found,,30,20,95
30377599254,Jersey Fire Protection Corp., +1 856-219-3298,Chandler Sanders,Live deal,95,United States,"Outbound Discovery Booked Company: Jersey Fire Software: Inspect Point Accounting: QBO Struggles/Needs: Looking for an all-in-one platform where she can schedule, invoice, see how the techs are performing, price out jobs, keep track of sales, etc. Didn't give me pains on inspect point. She is frustrated with QuickBooks because it doesn't have the capabilities she wants ex: scheduling and pricing out the jobs. She needs a software that is gonna do it all. Users: 10 Services Offered: Date: August 5th @10am est Booked With:@Hunter Higgins Hubspot Link:https://app.hubspot.com/contacts/4454113/record/0-2/30377599254",Inspect Point,,50/50 ,Fire,QB online,,,,84740565422,jerseyfireprotection.com,No,Jersey Fire Protection Corp.,Fire protection service,"1752 Crown Point Rd, West Deptford, NJ 08086",West Deptford,8086,New Jersey,United States,OPERATIONAL,+1 856-219-3298,,,,,30,20,95
30373892923,Safety Signal, +1 508-376-2238,Chandler Sanders,Live deal,95,United States,135 pricing,,,50/50 ,Fire & Security,,,,,82896391483,safetysignal.com,No,Safety Signal,Security system supplier,"69 Norfolk Rd, Millis, MA 02054",Millis,2054,Massachusetts,United States,OPERATIONAL,+1 508-376-2238,Nov-50,,,,20,20,95
30375316367,Fidelity Burglar & Fire Alarm, +1 215-224-1077,Alex Yung,Live deal,95,United States,,,,50/50 ,Fire & Security,,,,,,fidelityalarm.com,No,Fidelity Burglar & Fire Alarm,Security system supplier,"1900 Woodhaven Rd, Philadelphia, PA 19116",Philadelphia,19116,Pennsylvania,United States,OPERATIONAL,+1 215-224-1077,51-200,,,,20,20,95
26881498277,Exit Pro Services, +1 678-943-6570,Hunter Higgins,Customer,95,United States,,,,Service & Maintenance,Fire,,,,,,exitproservices.com,No,Exit Pro Services,Fire protection equipment supplier,,,0,Georgia,United States,OPERATIONAL,+1 678-943-6570,,,"NAFED (National Association of Fire Equipment Distributors)
NAFED (National Association of Fire Equipment Distributors), 2. GAFSED (Georgia Association of Fire Services Equipment Distributors)",,30,30,95
26880101235,"Advanced Fire Systems, Inc.", +1 239-573-1100,Tommy Haake,Live deal,95,United States,,,,50/50 ,Fire,,,,,,advfsfl.com,No,"Advanced Fire Systems, Inc.",Fire protection system supplier,"1490 NE Pine Island Rd Ste 8A, Cape Coral, FL 33909",Cape Coral,33909,Florida,United States,OPERATIONAL,+1 239-573-1100,0-10,,"NFPA (National Fire Protection Association), 2. FFEDA (Florida Fire Equipment Dealers Association)
NFPA (National Fire Protection Association), 2. FFEDA (Florida Fire Equipment Dealers Association)",,30,20,95
26879788109,Falcon Fire Protection, +1 517-764-1332,Paxton Rice,Customer,95,United States,,,,50/50 ,Fire,,,,,,falconfire.net,No,Falcon Fire Protection,Fire protection equipment supplier,"514 Watts Rd, Jackson, MI 49203",Jackson,49203,Michigan,United States,OPERATIONAL,+1 517-764-1332,0-10,,"AFSA (American Fire Sprinkler Association), 2. NFPA (National Fire Protection Association)
AFSA (American Fire Sprinkler Association), 2. NFPA (National Fire Protection Association), 3. HFSC (Home Fire Sprinkler Coalition), 4. NICET (National Institute for Certification in Engineering Technologies), 5. ABPA (American Backflow Prevention Association), 6. NASFM (National Association of State Fire Marshals), 7. FEMA (Federal Emergency Management Agency), 8. USFA (United States Fire Administration), 9. UL (Underwriters Laboratories), 10. FM (Factory Mutual)",,30,20,95
26871490660,Allstate Fire Equipment Midwest, +1 816-463-2672,Paxton Rice,Live deal,95,United States,,,,50/50 ,Fire,,,,,,allstatefiremidwest.com/?y_source=1_NzI5OTE1MzctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,No,Allstate Fire Equipment Midwest,Fire protection equipment supplier,"917 NW Jefferson St, Blue Springs, MO 64015",Blue Springs,64015,Missouri,United States,OPERATIONAL,+1 816-463-2672,0-10,,"NFPA (National Fire Protection Association)
NFPA (National Fire Protection Association)",,30,20,95
