Record ID,Company name,Phone Number,Company owner,Lead Status,Clay score,Country,Associated Note,Current Software ,Current Software Contract End Date,Core service,Industry_,Accounting software (US),Accounting Software (UK and ANZ),Accounting Software UK,Client Use Case,Associated Note IDs,Company Domain Name
29932219403,VetFirePro,,Scott MacRitchie,Customer,70,United States,"DISCOVERY RUN Customer/Location: Personnel/Title: Event: Lead Source: Result: Reason: Next Step: Meeting Summary Core Business/When They Started: All in one 65% / 35% - Project vs. Service Inspection Size of Business/Techs vs. Office: 8 in the field / 4 need access (4 time card) 4 in the office Current Software, Operations: No software, Quickbooks Only Smart sheets Field Devices, IOS or Android: Android for the inspector Operational Process, Current State: Inspections quoted with: Word Docs Tracking recurring inspections with: Word, unstructured Schedule with: Text message Techs run inspections/create reports on:  PDF Editor Deficiencies are marked and tracked with: Deficiencies are quoted with: Current Software, Accounting: Quickbooks Desktop Likes About Current: Dislikes About Current: Gotta have it feature, that I don't have now: -Lost jobs after proposal side -Inspections -Compliance engine -AES forms -Wants an all in one Product Blocker: Timeline to Purchase/Have they been looking?: ASAP",,,,,,,,,71510856029,vetfirepro.com
29778816056,American Fire Safety,,Hunter Higgins,Customer,35,United States,,,,,Fire,,Quickbooks,,,,americanfiresafety.com
26877104423,Virginia Fire Protection Services, +1 276-637-1012,Tommy Haake,Customer,90,United States,,,,50/50 ,Fire,,,,,,virginiafps.com
26881498277,Exit Pro Services, +1 678-943-6570,Hunter Higgins,Customer,95,United States,,,,Service & Maintenance,Fire,,,,,,exitproservices.com
26879788109,Falcon Fire Protection, +1 517-764-1332,Paxton Rice,Customer,95,United States,,,,50/50 ,Fire,,,,,,falconfire.net
26875806536,Alpha Fire Sprinkler Co, +1 312-487-1654,Paxton Rice,Customer,90,United States,,Inspect Point,,50/50 ,Fire,,,,,,alpha-fsc.com
25736228694,Freedom Fire LLC, +1 888-540-3301,Sophie Parker,Customer,100,United States,Calling tomorrow she said,,,Service & Maintenance,Fire,,,,,78926193757,freedomfirene.com
25747902295,"Sloop Fire Extinguishers Sales & Service, Inc.", +1 336-882-3855,Hunter Higgins,Customer,100,United States,,,,Service & Maintenance,Fire,,,,,,sloopfire.com
25749292720,Action Fire Protection, +1 888-423-4474,Victoria Bradbury,Customer,100,United States,,Inspect Point,,50/50 ,Fire,,,,,,actionfp.com
25752263303,Veteran Fire & Backflow, +1 816-815-0825,Paxton Rice,Customer,105,United States,,,,Service & Maintenance,Fire,,,,,,veteran-fire.com
25778759541,LeatherHead Fire Co., +1 432-888-6740,Regan Ostler (Deactivated User),Customer,100,United States,,Custom Software,,Service & Maintenance,Fire,,,,,,leatherheadfireco.com
25732911260,Frontier Fire Service L.L.C.,832-373-9630,Daniela Richter,Customer,105,United States,,Other; Service Fusion,,Service & Maintenance,Other,QB online,,,,,frontierfireservice.com
25608320299,Neighbourhood Fire Prevention, +1 604-787-5225,Tiernan Day,Customer,90,Canada,,Other; Service Fusion,,50/50 ,Fire,,,,,,neighbourhoodfire.ca
25489572268,Inland Fire Service & Safety,,Victoria Bradbury,Customer,100,United States,Follow up on 17th with aaron and say you want to talk on the 23rd,None (N/A),,Service & Maintenance,Fire,QB online,,,,66396342156,inlandfireservice.com
25234942537,National Park Service, +1 202-208-1530,Hunter Higgins,Customer,25,United States,,,,,Fire,,NA,,,,nps.gov
25150146469,Citation Fire & Safety, +1 502-367-2239,Scott MacRitchie,Customer,95,United States, @Chris Gibb unless I'm missing something this didn't appear in our list of inbound contacts in the marketing dashboard. Struggling to understand why?,,,50/50 ,Fire,,,,,64025513794,citationfireandsafety.wpcomstaging.com
25112439044,Pipco Companies, +1 309-692-4060,Paxton Rice,Customer,100,United States,,Service Trade,,Service & Maintenance,Fire & Security,Sage 300,,,,,pipco-co.com
25089404948,EPS, +1 614-834-9126,Paxton Rice,Customer,100,United States,,,,50/50 ,Fire & Security,,,,,,epsohio.com
25080149254,Bartec Fire Safety System Ltd, +1 604-420-2964,Tiernan Day,Customer,115,Canada,,,,50/50 ,Fire,,,,,,bartecfire.com
25074213458,First Response Fire Protection, +1 250-769-3883,Tiernan Day,Customer,115,Canada,,Jobber,,50/50 ,Fire,,,,,,firstresponsefire.ca
25073754014,Defense Fire Protection Inc., +1 403-807-5822,Tiernan Day,Customer,105,Canada,,Inspect Point,,Service & Maintenance,Fire,,,,,,defensefirepro.com
23955608711,FireSolutionsNW, +1 855-876-3473,Hunter Higgins,Customer,120,United States,,Service Trade,,50/50 ,Fire,QB online,,,,,firesolutionsnw.com
23954813992,"Pass Fire Protection, LLC", +1 602-833-9117,Jack Young,Customer,95,United States,,Other,,50/50 ,Fire,,,,,,passfireprotection.com
23952474496,Cache Valley Fire Protection, +1 435-770-0852,Hunter Higgins,Customer,105,United States,,,,Service & Maintenance,Fire,,,,,,cachevalleyfire.com
23949911583,Saguaro Fire Protection LLC, +1 480-299-5963,Daniela Richter,Customer,90,United States,,,,50/50 ,Fire,,,,,,saguarofp.com
23209611848,"Colonial Fire Protection Systems, Inc.", +1 585-381-7362,Jack Young,Customer,110,United States,,Service Trade,,50/50 ,Fire,,,,,,www.colonialfire.com
23210348681,Allied Fire Protection, +1 701-232-7008,Scott MacRitchie,Customer,90,United States,"DISCOVERY RUN Customer/Location: Personnel/Title: Event: Lead Source: AFSA43 Result: Reason: Next Step: Meeting Summary Core Business/When They Started: All displines Size of Business/Techs vs. Office: 6 in the the field, 2 in office 15 total in business, but other half is contract Current Software, Operations: Operational Process, Current State: Current Software, Accounting: Likes About Current: Dislikes About Current: Gotta have it feature, that I don't have now: -needs to be fluid across all disciplines and workflows Product Blocker: Timeline to Purchase/Have they been looking?:",Inspect Point,,50/50 ,Fire,QB desktop,,,,60874199982,alliedfirepro.com
23168989861,United Sprinkler Co., +1 336-228-0287,Jack Young,Customer,85,United States,,,,50/50 ,Fire,,,,,,www.unitedsprinklernc.com
22981700274,Peach State Fire Inc, +1 770-536-3948,Tommy Haake,Customer,75,United States,Also can call office and ask for Billy Whitmire,None (N/A),,Service & Maintenance,Other,,Quickbooks,,,61029220113,peachstatefire.com
22998370575,Mid-South,662-892-8723,Tommy Haake,Customer,95,United States,,Service Trade,,50/50 ,Fire,,,,,,midsouthemergencylighting.com
22699424064,Brendle Sprinkler Company Inc, +1 334-270-8571,Jack Young,Customer,100,United States,sent a goody gift to charles today;Charles t Bierlair is service and inspections manager Larry Munroe is inspections manager,,,50/50 ,Fire,,,,,74724916831;59645680959,brendlesprinkler.com
22699153928,Korsmeyer Fire Protection, +1 573-659-8805,Jack Young,Customer,110,United States,software - servicetrade - several years - he was KDM - user friendly- been very pleased  - AFSA - send invite - 50/50 - 20 - didn't have any issues so far,Other,,Service & Maintenance,Fire,QB desktop,,,,60063492399,korsmeyerfireprotection.com
22699202072,AllSouth Sprinkler,(770) 925-9099,Jack Young,Customer,30,United States,10 a ET,Formlink,,Service & Maintenance,Fire,Computer Eaze,,,,61502273812,allsouthsprinkler.com
22394928132,Geyer Fire,1 (800) 477-4955,Lacy Radziej,Customer,40,United States,"12 years as a cpa  at EY - 2011 took over this - ex husband and her had a plumbing biz and opportunities came to jump into fire - been running this - loves the industry - 6/7 years w ST - 6 techs - more in the back office - likes our form builder, likes the backend customer breakdown - likes the analytics as well - dashboard being easier to see is also what brought her here - forms, analytics, quoting -quote thru service trade - integrate with hubspot - shes on hubspot - zapier and ST - has to review the ST contract and wants to move forward - 7 techs, 4 back office - 11 ish - 1463 monthly - not scared by it;Outbound/Inbound Discovery Booked Company: Geyer Fire Software: Service Trade Accounting: Quickbooks - verifying desktop v online Struggles/Needs: client portal would be great - she spends alot of time getting reports out. I am getting more needs on the call - has told us time and time again that she likes ST but requested pricing via our website after we had a call yesterday. Users: 6+ Services Offered: sprinklers, extinguishers, alarms - install, service, maintenance Date: 8/1 Booked With: @Paxton & Rosemily (owner) Hubspot Link: https://app.hubspot.com/contacts/4454113/record/0-2/22394928132;(317) 490-9357 rosemilly;try (317) 340-2604 too",Other,,Service & Maintenance,Fire,QB online,,,,84838201373;84713823910;58354577945;58274524053,www.geyerfire.com
22372137645,Nova Fire Protection Inc, +1 847-885-1605,Jack Young,Customer,110,United States,,Other,,50/50 ,Fire,Computer Eaze,,,,,novafp.com
22273938269,Shipman Fire, +1 682-223-1922,Paxton Rice,Customer,95,United States,,,,50/50 ,Other,QB desktop,,,,,www.shipman-fire.com
22248520208,"FirePro Tech, LLC.", +1 832-674-7896,Paxton Rice,Customer,105,United States,,,,50/50 ,Other,,,,,,www.fireprotechllc.com
22248557605,Fulshear Fire & Sprinkler LLC, +1 281-581-0828,Daniela Richter,Customer,105,United States,,Service Trade,,Service & Maintenance,Other,,,,,,www.fulshearfire.com
22027811346,Pittsburgh Fire Sprinkler, +1 412-223-6699,Sophie Parker,Customer,120,United States,,Inspect Point,,50/50 ,Fire,,,,,,pittsburghfiresprinkler.com
21804220178,FireFox-Torino Integrated,,Scott MacRitchie,Customer,20,United States,,Simpro,,Service & Maintenance,Fire,QB online,,,,,firefoxtorino.com
21658104145,Bennett Fire & Security,951-377-0586,Anthony Del Mastro,Customer,50,United States,,Other,,Service & Maintenance,Fire,,,,,,bennett-fs.com
21576174641,Southeastern Fire & Safety, +1 508-995-6167,Sophie Parker,Customer,90,United States,,Service Trade,,50/50 ,Fire,,,,,,sefireandsafety.com
32995212637,"Jacob-Dietz, Inc", +1 317-631-2304,Jack Young,Customer,80,United States, @Scott MacRitchie can this be taken off 'on hold'?,Formlink,,50/50 ,Fire,QB desktop,,,,78286910298,jdifire.com
21576055321,"Great Lakes Building Systems, Inc.",(716) 892-5253,Sophie Parker,Customer,45,United States,,Other,,Service & Maintenance,Fire,,,,,,glbs-inc.com
21526621522,Critical Fire Protection,,Scott MacRitchie,Customer,95,United States,,None (N/A),,Service & Maintenance,Fire,QB online,,,,,criticalfireprotection.com
20751780931,Hyperscale Fire,,Scott MacRitchie,Customer,115,United States,,None (N/A),,Service & Maintenance,Fire,QB online,Quickbooks Online,,,,hyperscalefire.com
20674214558,Watt-Tek,,Scott MacRitchie,Customer,60,United States,,None (N/A),,Service & Maintenance,Fire & Security,QB online,Quickbooks Online,,,,watt-tekllc.com
20562508144,Thompson Safety - Tampa Bay, +1 877-506-4291,Scott MacRitchie,Customer,85,United States,"Already in Hubspot - merge with scott's;they have their own software, worth keeping in touch with;Customer/Location: Thompson Safety Event: Discovery Call Lead Source: LinkedIn Sales Nav Result: Meeting Summary Core Business: January of 2018 - Started January of 2024 - 300 employees, 22 cities and 100 million Rev Extinguishers everywhere, only a few branches are full fledged fire Size of Business: 300 Employees Current Software, Operations: Sage 300 - Service Manager from Technisoft, forms/templates to use the reports Current Software, Accounting: Sage 300 Likes about current: simple and efficient   Dislikes about current: Gotta have it feature, that I don't have now:",Custom Software,,Service & Maintenance,Fire with Security,Sage 300,,,,60944407914;57055690531;54788633876,thompson-safety.com
22014669434,Jay L Harman Fire Equipment Co, +1 915-533-7021,Scott MacRitchie,Customer,95,United States,Here's a note,Service Trade,,50/50 ,Other,QB desktop,,,,76426570654,jharman.net
21659880524,Majestic Fire Sprinkler Service, +1 747-262-1300,Scott MacRitchie,Customer,105,United States,,None (N/A),,50/50 ,Fire,QB desktop,Quickbooks Desktop,,,,kordfire.com
19705541478,Sapphire Integrated Protection,,Scott MacRitchie,Customer,90,United States,,None (N/A),,Service & Maintenance,Fire,Xero,Xero,,,,sa-fireip.com
19618471261,Chimney and Fire Protection Services, +1 412-428-3708,Scott MacRitchie,Customer,90,United States,,Joyfill,,50/50 ,Fire,QB desktop,Quickbooks - Desktop ,,,,fireprotectionincpgh.com
19548214156,Economy Fire,,Scott MacRitchie,Customer,50,United States,,None (N/A),,Service & Maintenance,Fire,QB online,Quickbooks Online,,,,economyvfd.org
19180183073,Colorado Fire Services,,Scott MacRitchie,Customer,20,United States,,Service Trade,,Service & Maintenance,Fire,QB online,Quickbooks Online ,,,,coloradofireservices.com
19026010262,Huser Fire Fighting Equipment, +1 503-248-1948,Victoria Bradbury,Customer,105,United States,,Service Trade,,Service & Maintenance,Fire,QB desktop,Quickbooks Desktop,,,,huserfire.com
18987984823,Capital Fire Protection Ltd, +1 306-721-7808,Anthony Del Mastro,Customer,115,Canada,,Building Reports,,50/50 ,Fire,QB desktop,Quickbooks Desktop,,,,capitalfireprotection.ca
18749948053,Olympic West Fire Protection, +1 480-968-9634,Scott MacRitchie,Customer,105,United States,"GM Ryan has meeting with Parent Company on the 28th. Turns out they have 5 branches, but want to with Arizona (21 user) This could turn into much more if we get this over the line.",Service Trade,,50/50 ,Fire,Foundation,Foundation,,,76822210311,olympicwestfire.com
19630940979,"XDS FIRE, INC.", +1 303-434-8502,Scott MacRitchie,Customer,115,United States,,None (N/A),,50/50 ,Fire,QB online,Quickbooks Online ,,,,xdsfire.com
18682587293,Freedom Fire Inc., +1 204-878-4651,Scott MacRitchie,Customer,45,Canada,"Techs: 16 (not including helpers) Office: 11 office users $1400/year per tech Pay for premium Not inspection manager, inventory manager or sales manager Full workflow demo, flow is currently bad Training is so poor Customer support is massive for them, due to scars;Service Trade: -quick/fast/clean Needs: Work order: techs cant see sell price only cost , can't change sell price Don't want to do device by device, like filling out forms in Joyfill CAN/ULC requirement - Mike to send Custom report from Joyfill - Mike to send xcel forms Need to split rev based on discipline no nickel and dime for pricing, keeps going up when creating a quote in the system, link , that you can copy and paste THIS IS SOMETHING WE DO",Service Trade,,Other,Fire,QB desktop,Quickbooks - Enterprise,,,60218833739;50349643427,freedomfire.ca
18630443268,Reep Fire Protection, +1 951-677-6575,Scott MacRitchie,Customer,115,United States,"Trev - Justin - Tyler - AIB - REEP FIRE = $3,820 AREAS = Based in California and one shop in Dallas CORE FOCUS = Inspection & Service of Suppression, Portables, Kitchen Hood Systems (Just acquired two companies focussing on Sprinklers) SIZE = 20 Users (5 & 15) SOFTWARE = Can say N/A (Excel/WORD, connect teams and multiple platforms) Tried Asset Tiger however extremely clunky ACCOUNTING = Quickbooks 'Not Cloud' DEVICES = ApplePAIN POINTS Double handling. Lack of info for techs in the field. Asset Management. Missing jobs. Losing revenue. Client Experience. B - Pricing yet to be discussed. A - All decision makers were in the room. N - A software that is constantly evolving, easy to use with a clean flow, appropriate workflow to suit their business, access and ability to generate US standard forms & reports, efficient and accurate scheduling, execution from A to B, ability to take photos, one stop shop apart from accounting package, flexible and configurable, works on all devices. T - Yesterday... they are keen to see more and start ASAP. HOW DO YOU FEEL ABOUT JOINING A SOFTWARE THAT HAS JUST LAUNCHED IN THE US ? It excites us to work together and help develop it for the US market. CONSEQUENCES IF YOU DON'T MOVE TO UPTICK ? Revenue missed, inefficient scheduling, unhappy clients & continue to be bogged down with paperwork and admin, the business will continue to go backwards and not forward ""we want to improve and evolve"".",None (N/A),,Service & Maintenance,Fire,QB online,Quickbooks Online ,,,46242790008,reepfire.com
34588442719,JM Protective,,Tommy Haake,Discovery Booked,0,United States,,None (N/A),,Service & Maintenance,Fire & Security,,,,,,jmprotective.com
33604399448,Brooklyn Fire,,Paxton Rice,Discovery Booked,35,United States,,,,Other,Other,,,,,,brooklynfire.com
31295198098,Harding Fire Protection company, +1 416-292-0599,Tiernan Day,Discovery Booked,130,Canada,,,,Service & Maintenance,Fire,,,,,,hardingfire.com
31294294969,Magnum Fire Protection Inc., +1 905-660-9111,Tiernan Day,Discovery Booked,90,Canada,,,,50/50 ,Fire,,,,,,magnumfireprotection.com
31294115999,GRANITE FIRE & SECURITY, +1 905-665-9084,Tiernan Day,Discovery Booked,80,Canada,"Tiernan DayTiernan Day  2:43 PM Outbound Discovery Booked Company: Granite Fire Software: n/a Accounting: qbo Struggles/Needs: very manual process in excel, interested to see how we can help him make more money. weird issue with building reports as he does not want his techs tracked/time stamped so thats why he did not go with them. Users: min Services Offered: Sprinkler/Alarm/Install/Extinguisher Date: 8/25 Booked With:@Hunter Higgins",,,50/50 ,Fire,,,,,84674442404,granitefireandsecurity.com
31294291844,Capital Fire & Security Inc, +1 905-660-0007,Tiernan Day,Discovery Booked,85,Canada,,,,50/50 ,Fire & Security,,,,,,capitalfireandsecurity.ca
31294092660,Acorn Fire & Safety Ltd, +1 519-884-5300,Tiernan Day,Discovery Booked,105,Canada,,,,Service & Maintenance,Fire,,,,,,acornfire.ca
31294124833,Sage Fire Protection West Inc., +1 905-454-3473,Tiernan Day,Discovery Booked,130,Canada,,,,Service & Maintenance,Fire,,,,,,sagefireprotection.com
31288837454,Limitless Fire Protection, +1 416-550-5578,Tiernan Day,Discovery Booked,90,Canada,,,,50/50 ,Fire,,,,,,limitlessfire.ca
31295173127,Lou's Fire Protection Services, +1 226-280-1134,Tiernan Day,Discovery Booked,100,Canada,,,,Service & Maintenance,Fire,,,,,,lousfireprotectionservices.ca
31295173123,Northwest Fire Inspection Services, +1 866-246-9347,Tiernan Day,Discovery Booked,85,Canada,,,,50/50 ,Fire,,,,,,northwestfis.com
31294127894,Douse Fire Inc., +1 519-496-5785,Tiernan Day,Discovery Booked,90,Canada,:flag-ca: Outbound Discovery Booked :flag-ca: Company: Douse Fire Software: n/a Accounting: n/a Struggles/Needs: no software right now doing everything in the microsoft suite. That had lead to an extemely manual process that is very troublesome from time to time. Very interested to learn more about the way the app works and how the reporting automation works to save time as well as pricebooks for his different customers. Users: min Services Offered: Sprinkler/Alarm/Install/Extinguisher Date: 8/20 @9am mt Booked With: @Hunter Higgins,,,50/50 ,Fire,,,,,84728437404,dousefireinc.com
31271666512,Phillips Life Safety Solutions Inc., +1 519-962-5112,Tiernan Day,Discovery Booked,85,Canada,Outbound Discovery Booked Company: Phillips Safety Software: honeywell + servicem8 Accounting: qbo Struggles/Needs: using honeywellcss and service m8 likes the flow they have now with honeywell but they just use them for inspections. the rest is servicem8 which does its job but could be better. qbo integration is a must. Users: 15 Services Offered: Sprinkler/Alarm/Install/Extinguisher Date: 9/10 @9am mt Booked With:@Jack Hubspot Link:https://app.hubspot.com/contacts/4454113/record/0-2/31271666512?taskId=84622390026,,,Service & Maintenance,Fire,,,,,85556344358,phillipslifesafety.com
31198692524,Ameritech Systems,718.353.0477,Chandler Sanders,Discovery Booked,70,United States,,Other,,Service & Maintenance,Fire with Security,Other,,,,,ameritechsystems.net
30798474110,Right On Fire Solutions, +1 346-545-5066,Alex Yung,Discovery Booked,70,United States,,Inspect Point,,Other,Other,QB online,,,,,rightonfiresolutions.com
30798628502,FAST Solutions, +1 501-776-3278,Alex Yung,Discovery Booked,70,United States,,,,50/50 ,Fire & Security,,,,,,fastsltn.com
30782760547,"360 Alarm, LLC", +1 972-352-2659,Alex Yung,Discovery Booked,70,United States,,Other,,50/50 ,Other,QB online,,,,,360alarm.com
30786228644,XIT Tech, +1 615-785-2727,Chandler Sanders,Discovery Booked,80,United States,":us: Outbound Discovery Booked :us: Company: XIT Tech Software: None Accounting: QBO Struggles/Needs: Don't have any software for scheduling, reports; they just use QBO for invoicing. They are currently a small team of three, but they would love to grow in the future. Would like to see how technology can save him more time. Users: 3 Services Offered: Fire; extinguishers, and emergency lighting Date: August 6th Booked With: @Hunter Higgins Hubspot Link: https://app.hubspot.com/contacts/4454113/record/0-2/30786228644",None (N/A),,50/50 ,Fire,QB online,,,,84549723799,xittech.com
30784951155,NIFCO Mechanical Systems LLC, +1 402-477-0666,Lacy Radziej,Discovery Booked,80,United States,,,,50/50 ,Fire with Security,Foundation,,,,,nifcomechanical.com
37037395268,Hampton Fire & Security Protection LLC, +1 405-706-4759,Daniela Richter,Discovery Booked,80,United States,,Service Trade; Building Reports,,50/50 ,Fire & Security,QB online,,,,,hamptonfireandsecurityprotection.com
30798011482,Harris Security and Fire, +1 228-383-3895,Chandler Sanders,Discovery Booked,80,United States,,None (N/A),,50/50 ,Fire & Security,Other,,,,,harrissecurityms.com
30781212257,ABCO Fire Services, +1 806-370-4321,Daniela Richter,Discovery Booked,80,United States,,Other,,50/50 ,Fire,QB online,,,,,abcofireservices.com
30782606127,Sentinel Fire & Security, +1 208-726-4788,Lacy Radziej,Discovery Booked,85,United States,,,,50/50 ,Fire & Security,,,,,,sentinelfire.com
30789287551,Valley Fire Control, +1 509-506-5156,Victoria Bradbury,Discovery Booked,95,United States,"Texted Jeff ""Hi Jeff, it's Victoria! We have a quick walk through of our platform scheduled for 10am tomorrow. Does this still work?"";Texted Jeff: ""Hey Jeff, this is Victoria with Uptick. We spoke a few weeks ago, you mentioned the company was growing quickly and you'd be interested in taking a look at our software. Do you have time in the next couple of weeks to walk through the platform?""",Jobber,,50/50 ,Fire,QB online,,,,85556229536;84550194693,valleyfirecontrols.com
30775147051,D & H Fire Protection Inc, +1 626-755-0115,Paxton Rice,Discovery Booked,90,United States,,,,50/50 ,Fire,,,,,,dandhfireprotection.com
37097478163,Chariot Fire & Integration Inc.,562.896.5382,Tommy Haake,Discovery Booked,0,United States,,Jobber,,50/50 ,Fire,QB online,,,,,chariotfi.com
30775301547,Compliant Fire & Safety LLC, +1 800-569-0276,Tommy Haake,Discovery Booked,90,United States,,None (N/A),,50/50 ,Fire,QB desktop,,,,,compliantfs.com
30787003031,Command Corporation | Business Security & Fire Systems, +1 860-653-1717,Chandler Sanders,Discovery Booked,95,United States,,Other,,50/50 ,Fire & Security,QB online,,,,,commandco.com
30374534052,G & E Extinguishers LLC, +1 518-481-6313,Alex Yung,Discovery Booked,80,United States,Email that Eva suggested is bad Found gefire11@yahoo.com on website,None (N/A),,50/50 ,Fire,QB online,,,,83998849037,geextinguishersny.com
30373892928,ACP Communications Corp d/b/a ACP Fire & Security, +1 781-279-4004,Alex Yung,Discovery Booked,85,United States,,Other,,50/50 ,Security & Alarms,QB online,,,,,acpsecurity.com
26881498282,Commercial Electrical Systems, +1 941-358-3303,Alex Yung,Discovery Booked,85,United States,,Other,,Service & Maintenance,Fire & Security,,,,,,ces-co.com
26878496676,Stellar Fire & Security, +1 800-616-2446,Alex Yung,Discovery Booked,85,United States,,,,50/50 ,Fire & Security,QB online,,,,,stellarfireandsecurity.com
26873800510,NextGen Technologies Inc., +1 843-871-8531,Alex Yung,Discovery Booked,85,United States,,Service Trade,,50/50 ,Fire & Security,,,,,,nextgenusa.com
26881186876,"Hunter Security, Inc.", +1 251-626-5112,Chandler Sanders,Discovery Booked,85,United States,"only keep leon & lisa on the invite and email;Company: Hunter Security Inc Software: Fire Nspec Accounting: Sedona Struggles/Needs: No real pains on this call, she mentioned it's hard to say because she hasn't seen anything else. She did say there is some issues sometimes with booking the same tech for the same job, but willing to see what else is out there. Users: 10 Services Offered: Fire and Security Date: July 31st Booked With: @Hunter Higgins Hubspot Link: https://app.hubspot.com/contacts/4454113/record/0-2/26881186876",Other,,50/50 ,Fire & Security,Other,,,,85015248722;84635900928,huntersecurity.net
26886453900,Coastal Fire Solutions, +1 251-654-5147,Chandler Sanders,Discovery Booked,85,United States,,None (N/A),,50/50 ,Fire & Security,QB online,,,,,coastalfiresolutions.com
26877566390,A-Advanced Fire & Safety Inc., +1 305-258-2610,Tommy Haake,Discovery Booked,95,United States,,,,50/50 ,Fire,,,,,,fireextinguishers.com
26880408158,Krus Fire & Security, +1 608-666-2888,Paxton Rice,Discovery Booked,90,United States,,,,Service & Maintenance,Fire & Security,,,,,,krusfireandsecurity.com
